Sorbonam,Frequency
আমি,47
এই,34
কিছু,33
তিনি,29
আপনার,26
ও,17
সব,16
কোন,13
তাদের,10
এর,10
যে,9
যারা,9
কেউ,8
আপনি,6
অন্য,6
সে,5
যিনি,5
তা,5
কি,5
যা,4
আমাদের,4
সকল,3
তো,3
তারা,3
আমরা,3
পর,2
কে,2
আমাকে,2
আপনাদের,2
স্বয়ং,1
নিজে,1
নিজ,1
তুমি,1
তুই,1
তাদেরকে,1
ঐ,1
এ,1
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যাহা,0
যারাই,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদের,0
তোমাদিগকে,0
তোমাকে,0
তোমা,0
তোমরা,0
তোদের,0
তোকে,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কী,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওরা,0
ওদের,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
এরা,0
একে,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনারা,0
আপনা,0
অপর,0
