Sorbonam,Frequency
ও,42
এই,37
যে,36
তিনি,36
সে,23
কোন,17
আমি,17
তাঁর,16
তাদের,14
এর,14
তারা,13
আমরা,13
পর,10
যা,9
নিজ,9
তাঁকে,9
আমাদের,9
সকল,8
তা,8
অন্য,8
তুমি,7
কিছু,7
যিনি,6
একে,6
এ,6
আমাকে,6
কে,5
কি,4
তোমাকে,3
তো,3
কেউ,3
সব,2
তোমাদের,2
তোমরা,2
তাঁদের,2
স্বয়ং,1
যারা,1
নিজে,1
তারাই,1
আপনি,1
অপর,1
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যাহা,0
যারাই ,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদিগকে ,0
তোমাদিগকে,0
তোমা,0
তোদের,0
তোকে,0
তুই,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তাবৎ,0
তাদেরকে,0
তাঁরা,0
তাঁদেরকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কী,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওরা,0
ওদের,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
ঐ,0
এরা,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনারা,0
আপনার,0
আপনাদের,0
আপনা,0
