Sorbonam,Frequency
আমি,80
আমাকে,46
এই,25
তুমি,20
কোন,18
যে,16
তোমাকে,13
কিছু,11
কেউ,9
ওদের,8
কি,7
পর,6
সে,5
আমাদের,4
এরা,3
সব,2
সকল,2
যারা,2
যা,2
তারা,2
তাদের,2
ও,2
আমরা,2
যিনি,1
নিজ,1
তিনি,1
কে,1
কিসে,1
কার,1
ওরা,1
এর,1
ইনি,1
আপনি,1
অন্য,1
স্বয়ং,0
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যাহা,0
যারাই ,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজে,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদের,0
তোমাদিগকে ,0
তোমাদিগকে,0
তোমা,0
তোমরা,0
তোদের,0
তোকে,0
তো,0
তুই,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাদেরকে,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তা,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কী,0
কিসের,0
কাহার,0
কাহা,0
কা,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
ঐ,0
একে,0
এঁর,0
এ,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
আমাদিগকে,0
আপসে,0
আপনারা,0
আপনার,0
আপনাদের,0
আপনা,0
অপর,0
