Sorbonam,Frequency
এই,24
কিছু,19
কি,18
যে,17
ও,16
আমরা,14
কোন,12
আমি,12
যারা,9
তিনি,8
তাদের,8
সে,7
এর,7
আমাদের,7
আমাকে,7
সব,6
যা,6
তা,6
কেউ,6
কে,6
যিনি,5
তাঁদের,5
আপনি,5
কী,4
আপনার,4
সকল,3
তারা,2
কার,2
স্বয়ং,1
যারাই,1
পর,1
তো,1
তুমি,1
তাঁরা,1
তাঁর,1
তাঁকে,1
ওদের,1
এ,1
আপনাদের,1
অন্য,1
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যাহা,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজে,0
নিজ,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদের,0
তোমাদিগকে,0
তোমাকে,0
তোমা,0
তোমরা,0
তোদের,0
তোকে,0
তুই,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাদেরকে,0
তাঁদেরকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কা,0
ওরা,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
ঐ,0
এরা,0
একে,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনারা,0
আপনা,0
অপর,0
