Sorbonam,Frequency
তিনি,53
ও,48
আমি,37
এই,34
সে,28
কিছু,26
এর,26
যে,24
আমরা,20
যিনি,18
কোন,18
তাঁর,15
কে,15
যা,12
তারা,12
সকল,11
তোমাকে,10
কেউ,10
অন্য,9
এ,6
সব,5
তুমি,5
তা,5
পর,4
তোমাদের,4
তাদের,4
তাঁদের,4
ঐ,4
আমাদের,4
যারা,3
তাঁকে,3
কেহ,3
ইহা,3
আমাকে,3
নিজ,2
তোমরা,2
কি,2
আপনি,2
আপনার,2
অপর,2
স্বয়ং,1
যাহা,1
যাঁরা,1
যত,1
পরস্পর,1
তো,1
তাহারা,1
তারাই,1
তাঁদেরকে,1
একে,1
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যারাই,0
যাঁহা,0
যত ততই,0
যত তত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
নিজেনিজে,0
নিজে,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদিগকে,0
তোমা,0
তোদের,0
তোকে,0
তুই,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তাবৎ,0
তাদেরকে,0
তাঁরা,0
তদীয়,0
তদিও,0
খোদ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কী,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওরা,0
ওদের,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
এরা,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনারা,0
আপনাদের,0
আপনা,0
