Sorbonam,Frequency
আমি,79
এই,70
কি,50
কোন,46
আপনার,30
কিছু,28
যে,26
সব,24
তিনি,20
আমাকে,20
আমরা,20
তুমি,18
আপনি,18
সে,16
তোর,16
আমাদের,10
পর,9
কে,8
তোমাকে,6
কেউ,6
ওকে,6
এর,6
যত,5
তুই,5
এরা,5
একে,5
সকল,4
নিজ,4
তাদের,4
আপনাদের,4
যা,3
তোকে,3
তো,3
তারা,3
তা,3
ওদের,3
তোদের,2
ওরা,2
ঐ,2
স্বয়ং,1
যারাই,1
যারা,1
মোর,1
কিসের,1
কাহার,1
কার,1
ও,1
এ,1
আপনারা,1
অন্য,1
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যিনি,0
যাহারা,0
যাহা,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
মোরা,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজে,0
তোরা,0
তোমারি,0
তোমারই,0
তোমাদের,0
তোমাদিগকে,0
তোমা,0
তোমরা,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাদেরকে,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কী,0
কিসে,0
কাহা,0
কা,0
ওঁদের,0
ওঁকে,0
ঐসব,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনা,0
অপর,0
