Sorbonam,Frequency
এই,56
কোন,44
আমি,44
কি,43
আপনি,31
আমরা,27
আপনার,24
সে,22
আমাকে,15
তিনি,14
আমাদের,14
কিছু,12
যে,11
তুমি,11
পর,10
সব,9
ও,8
এর,7
তাদের,6
আপনারা,6
কেউ,5
তোমাকে,4
স্বয়ং,3
তোমরা,3
তা,3
আপনাদের,3
যা,2
নিজে,2
তোমাদের,2
তারা,2
তাদেরকে,2
কে,2
এরা,2
সকল,1
যিনি,1
যত,1
নিজ,1
তো,1
ওরা,1
ঐ,1
ইনি,1
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যাহা,0
যারাই,0
যারা,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদিগকে,0
তোমা,0
তোদের,0
তোকে,0
তুই,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কী,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওদের,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
একে,0
এঁর,0
এ,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
আমাদিগকে,0
আপসে,0
আপনা,0
অপর,0
অন্য,0
