Iteration,Training Error,Validation Error
1,68.6948853616,71.1693548387
2,60.4938271605,59.8790322581
3,47.7072310406,49.7983870968
4,40.1234567901,48.3870967742
5,31.1287477954,40.7258064516
6,30.2469135802,39.5161290323
7,26.3668430335,37.5
8,23.544973545,35.0806451613
9,17.5485008818,32.2580645161
10,15.1675485009,32.6612903226
11,11.8165784832,31.25
12,9.52380952381,29.6370967742
13,7.31922398589,28.6290322581
14,6.17283950617,28.2258064516
15,5.20282186949,28.2258064516
16,4.67372134039,28.4274193548
17,3.43915343915,26.814516129
18,3.26278659612,27.0161290323
19,2.6455026455,27.6209677419
20,2.02821869489,29.2338709677
21,1.49911816578,29.0322580645
22,1.14638447972,28.4274193548
23,0.881834215168,28.4274193548
24,0.881834215168,28.2258064516
25,0.705467372134,29.2338709677
26,0.617283950617,29.0322580645
27,0.440917107584,28.8306451613
28,0.352733686067,28.8306451613
29,0.352733686067,29.2338709677
30,0.176366843034,28.2258064516
31,0.176366843034,27.6209677419
32,0.0881834215167,27.0161290323
33,0.0881834215167,27.0161290323
34,0.0881834215167,27.2177419355
35,0.0881834215167,28.4274193548
36,0.0881834215167,29.8387096774
37,0.0881834215167,30.0403225806
38,0.0881834215167,30.4435483871
39,0.0,30.4435483871
40,0.0,29.2338709677
41,0.0,29.6370967742
42,0.0,29.435483871
43,0.0,29.8387096774
44,0.0,30.0403225806
45,0.0,29.6370967742
46,0.0,30.0403225806
47,0.0,30.2419354839
48,0.0,29.8387096774
49,0.0,30.2419354839
50,0.0,30.0403225806
51,0.0,30.4435483871
52,0.0,30.6451612903
53,0.0,30.4435483871
54,0.0,30.8467741935
55,0.0,31.25
56,0.0,31.4516129032
57,0.0,31.4516129032
58,0.0,31.6532258065
59,0.0,32.2580645161
60,0.0,31.8548387097
61,0.0,31.8548387097
62,0.0,31.6532258065
63,0.0,31.6532258065
64,0.0,30.8467741935
65,0.0,31.4516129032
66,0.0,31.8548387097
67,0.0,31.4516129032
68,0.0,30.8467741935
69,0.0,30.8467741935
70,0.0,30.8467741935
71,0.0,30.6451612903
72,0.0,31.0483870968
73,0.0,31.0483870968
74,0.0,31.4516129032
75,0.0,31.0483870968
76,0.0,31.25
77,0.0,31.25
78,0.0,31.25
79,0.0,31.0483870968
80,0.0,31.25
81,0.0,31.4516129032
82,0.0,31.4516129032
83,0.0,31.25
84,0.0,31.25
85,0.0,31.0483870968
86,0.0,31.4516129032
87,0.0,31.25
88,0.0,31.25
89,0.0,31.25
90,0.0,31.25
91,0.0,31.25
92,0.0,31.25
93,0.0,31.4516129032
94,0.0,31.0483870968
95,0.0,31.25
96,0.0,31.25
97,0.0,30.8467741935
98,0.0,30.6451612903
99,0.0,30.6451612903
100,0.0,30.8467741935
101,0.0,30.8467741935
102,0.0,30.4435483871
103,0.0,30.4435483871
104,0.0,30.4435483871
105,0.0,31.0483870968
106,0.0,30.8467741935
107,0.0,30.8467741935
108,0.0,30.4435483871
109,0.0,30.4435483871
110,0.0,30.4435483871
111,0.0,30.0403225806
112,0.0,30.2419354839
113,0.0,30.0403225806
114,0.0,30.4435483871
115,0.0,30.6451612903
116,0.0,30.6451612903
117,0.0,30.4435483871
118,0.0,30.4435483871
119,0.0,30.6451612903
120,0.0,31.0483870968
121,0.0,31.4516129032
122,0.0,31.4516129032
123,0.0,31.0483870968
124,0.0,31.0483870968
125,0.0,31.0483870968
126,0.0,31.0483870968
127,0.0,31.0483870968
128,0.0,31.25
129,0.0,31.0483870968
130,0.0,31.0483870968
131,0.0,30.6451612903
132,0.0,30.6451612903
133,0.0,30.6451612903
134,0.0,30.8467741935
135,0.0,30.8467741935
136,0.0,30.6451612903
137,0.0,30.6451612903
138,0.0,30.6451612903
139,0.0,30.6451612903
140,0.0,30.6451612903
141,0.0,30.6451612903
142,0.0,30.8467741935
143,0.0,30.8467741935
144,0.0,30.8467741935
145,0.0,30.8467741935
146,0.0,30.8467741935
147,0.0,31.0483870968
148,0.0,31.0483870968
149,0.0,30.8467741935
150,0.0,30.8467741935
151,0.0,30.8467741935
152,0.0,30.8467741935
153,0.0,31.0483870968
154,0.0,31.0483870968
155,0.0,31.0483870968
156,0.0,31.0483870968
157,0.0,31.0483870968
158,0.0,31.25
159,0.0,31.25
160,0.0,31.25
161,0.0,31.25
162,0.0,31.25
163,0.0,31.25
164,0.0,31.25
165,0.0,31.25
166,0.0,31.0483870968
167,0.0,31.25
168,0.0,31.0483870968
169,0.0,31.0483870968
170,0.0,31.0483870968
171,0.0,30.8467741935
172,0.0,30.8467741935
173,0.0,30.8467741935
174,0.0,30.8467741935
175,0.0,30.8467741935
176,0.0,30.6451612903
177,0.0,30.6451612903
178,0.0,30.6451612903
179,0.0,31.0483870968
180,0.0,31.0483870968
181,0.0,31.0483870968
182,0.0,31.0483870968
183,0.0,31.0483870968
184,0.0,31.0483870968
185,0.0,31.0483870968
186,0.0,31.0483870968
187,0.0,31.0483870968
188,0.0,31.0483870968
189,0.0,31.0483870968
190,0.0,31.0483870968
191,0.0,30.8467741935
192,0.0,30.8467741935
193,0.0,30.8467741935
194,0.0,30.8467741935
195,0.0,31.0483870968
196,0.0,31.0483870968
197,0.0,30.8467741935
198,0.0,30.8467741935
199,0.0,30.8467741935
