Iteration,Training Error,Validation Error
1,70.4585537919,71.7741935484
2,67.8130511464,70.3629032258
3,65.2557319224,67.5403225806
4,63.8447971781,64.5161290323
5,63.7566137566,62.2983870968
6,63.9329805996,61.4919354839
7,63.7566137566,60.8870967742
8,62.6984126984,60.685483871
9,61.4638447972,59.0725806452
10,59.9647266314,57.6612903226
11,58.3774250441,55.6451612903
12,56.6137566138,53.6290322581
13,55.0264550265,52.6209677419
14,53.1746031746,51.0080645161
15,51.4109347443,48.9919354839
16,50.2645502646,47.7822580645
17,48.1481481481,45.3629032258
18,46.8253968254,44.3548387097
19,44.6208112875,41.5322580645
20,42.9453262787,39.7177419355
21,41.5343915344,38.3064516129
22,40.2116402116,37.7016129032
23,38.8888888889,36.4919354839
24,37.8306878307,36.0887096774
25,36.860670194,35.685483871
26,35.7142857143,34.6774193548
27,34.8324514991,33.4677419355
28,33.7742504409,32.8629032258
29,32.7160493827,32.8629032258
30,31.6578483245,32.4596774194
31,30.9523809524,32.2580645161
32,30.1587301587,32.2580645161
33,29.2768959436,32.2580645161
34,28.3950617284,31.6532258065
35,27.5132275132,31.0483870968
36,27.2486772487,30.2419354839
37,26.7195767196,29.435483871
38,26.0141093474,28.4274193548
39,25.7495590829,27.8225806452
40,25.4850088183,27.0161290323
41,25.0440917108,25.8064516129
42,24.0740740741,25.4032258065
43,23.2804232804,25.0
44,22.7513227513,24.3951612903
45,21.6931216931,23.7903225806
46,21.5167548501,22.7822580645
47,20.7231040564,22.3790322581
48,20.0176366843,21.9758064516
49,19.4885361552,21.9758064516
50,18.7830687831,21.3709677419
51,18.6948853616,21.1693548387
52,18.1657848325,21.3709677419
53,17.8130511464,21.3709677419
54,17.6366843034,21.3709677419
55,17.5485008818,21.3709677419
56,17.0194003527,21.1693548387
57,16.6666666667,21.3709677419
58,16.1375661376,20.9677419355
59,16.049382716,20.9677419355
60,15.4320987654,20.564516129
61,15.2557319224,20.3629032258
62,14.8148148148,20.3629032258
63,14.5502645503,20.3629032258
64,14.1975308642,20.564516129
65,14.1975308642,20.3629032258
66,13.6684303351,20.3629032258
67,13.4920634921,20.3629032258
68,13.315696649,20.7661290323
69,12.8747795414,20.564516129
70,12.8747795414,20.3629032258
71,12.5220458554,19.9596774194
72,12.2574955908,19.3548387097
73,11.9929453263,19.5564516129
74,11.9047619048,19.7580645161
75,11.9047619048,19.7580645161
76,11.8165784832,19.5564516129
77,11.7283950617,19.5564516129
78,11.6402116402,19.5564516129
79,11.6402116402,19.5564516129
80,11.6402116402,19.7580645161
81,11.5520282187,19.7580645161
82,11.4638447972,19.7580645161
83,11.2874779541,19.7580645161
84,11.1992945326,19.7580645161
85,10.9347442681,19.7580645161
86,10.9347442681,19.7580645161
87,10.8465608466,19.5564516129
88,10.6701940035,19.5564516129
89,10.4938271605,19.3548387097
90,10.405643739,19.3548387097
91,10.405643739,19.3548387097
92,10.405643739,19.3548387097
93,10.2292768959,19.3548387097
94,10.405643739,19.3548387097
95,10.2292768959,19.1532258065
96,10.1410934744,18.9516129032
97,10.0529100529,18.9516129032
98,10.0529100529,19.1532258065
99,9.96472663139,19.3548387097
100,9.78835978836,19.5564516129
101,9.78835978836,19.5564516129
102,9.78835978836,19.5564516129
103,9.78835978836,19.5564516129
104,9.78835978836,19.5564516129
105,9.78835978836,19.5564516129
106,9.70017636684,19.5564516129
107,9.70017636684,19.5564516129
108,9.61199294533,19.9596774194
109,9.61199294533,19.7580645161
110,9.52380952381,19.9596774194
111,9.34744268078,20.1612903226
112,9.43562610229,20.1612903226
113,9.34744268078,20.1612903226
114,9.34744268078,20.1612903226
115,9.34744268078,20.3629032258
116,9.34744268078,20.564516129
117,9.34744268078,20.564516129
118,9.34744268078,20.7661290323
119,9.25925925926,20.564516129
120,9.25925925926,20.564516129
121,9.17107583774,20.3629032258
122,9.17107583774,20.1612903226
123,8.90652557319,20.1612903226
124,8.81834215168,19.9596774194
125,8.90652557319,19.9596774194
126,8.90652557319,19.9596774194
127,8.81834215168,19.9596774194
128,8.73015873016,19.7580645161
129,8.64197530864,19.7580645161
130,8.64197530864,19.3548387097
131,8.55379188713,19.3548387097
132,8.64197530864,19.3548387097
133,8.64197530864,19.3548387097
134,8.64197530864,19.3548387097
135,8.64197530864,19.3548387097
136,8.64197530864,19.3548387097
137,8.64197530864,19.3548387097
138,8.64197530864,19.5564516129
139,8.73015873016,19.5564516129
140,8.73015873016,19.3548387097
141,8.73015873016,19.3548387097
142,8.73015873016,19.3548387097
143,8.73015873016,19.5564516129
144,8.73015873016,19.5564516129
145,8.73015873016,19.5564516129
146,8.73015873016,19.1532258065
147,8.73015873016,19.1532258065
148,8.73015873016,18.9516129032
149,8.64197530864,18.75
150,8.73015873016,19.3548387097
151,8.73015873016,19.3548387097
152,8.73015873016,19.1532258065
153,8.73015873016,19.1532258065
154,8.73015873016,18.9516129032
155,8.81834215168,18.9516129032
156,8.81834215168,19.1532258065
157,8.81834215168,19.1532258065
158,8.81834215168,19.1532258065
159,8.81834215168,19.1532258065
160,8.81834215168,19.1532258065
161,8.81834215168,19.1532258065
162,8.90652557319,18.9516129032
163,8.81834215168,19.3548387097
164,8.81834215168,19.3548387097
165,8.73015873016,19.3548387097
166,8.81834215168,19.3548387097
167,8.81834215168,19.5564516129
168,8.81834215168,19.1532258065
169,8.64197530864,19.1532258065
170,8.73015873016,19.1532258065
171,8.73015873016,19.1532258065
172,8.73015873016,19.1532258065
173,8.73015873016,19.1532258065
174,8.73015873016,19.1532258065
175,8.73015873016,19.1532258065
176,8.73015873016,19.1532258065
177,8.81834215168,19.1532258065
178,8.81834215168,19.1532258065
179,8.81834215168,19.1532258065
180,8.81834215168,19.1532258065
181,8.81834215168,19.1532258065
182,8.81834215168,19.1532258065
183,8.81834215168,19.1532258065
184,8.81834215168,19.1532258065
185,8.81834215168,18.9516129032
186,8.81834215168,18.9516129032
187,8.81834215168,18.9516129032
188,8.81834215168,18.9516129032
189,8.73015873016,18.9516129032
190,8.73015873016,19.1532258065
191,8.73015873016,19.1532258065
192,8.73015873016,19.1532258065
193,8.73015873016,19.1532258065
194,8.73015873016,19.1532258065
195,8.73015873016,19.1532258065
196,8.64197530864,19.1532258065
197,8.64197530864,19.1532258065
198,8.64197530864,19.1532258065
199,8.55379188713,19.1532258065
200,8.55379188713,19.1532258065
201,8.55379188713,19.1532258065
202,8.55379188713,19.1532258065
203,8.46560846561,19.1532258065
204,8.55379188713,19.1532258065
205,8.46560846561,19.1532258065
206,8.55379188713,19.1532258065
207,8.46560846561,19.3548387097
208,8.46560846561,19.3548387097
209,8.46560846561,19.3548387097
210,8.46560846561,19.3548387097
211,8.46560846561,19.3548387097
212,8.46560846561,19.3548387097
213,8.46560846561,19.3548387097
214,8.46560846561,19.3548387097
215,8.46560846561,19.3548387097
216,8.46560846561,19.3548387097
217,8.46560846561,19.3548387097
218,8.46560846561,19.3548387097
219,8.46560846561,19.3548387097
220,8.46560846561,19.3548387097
221,8.46560846561,19.3548387097
222,8.46560846561,19.3548387097
223,8.46560846561,19.3548387097
224,8.46560846561,19.3548387097
225,8.46560846561,19.3548387097
226,8.37742504409,19.3548387097
227,8.37742504409,19.3548387097
228,8.37742504409,19.3548387097
229,8.37742504409,19.3548387097
230,8.37742504409,19.3548387097
231,8.37742504409,19.3548387097
232,8.37742504409,19.3548387097
233,8.37742504409,19.3548387097
234,8.37742504409,19.3548387097
235,8.37742504409,19.3548387097
236,8.37742504409,19.3548387097
237,8.37742504409,19.3548387097
238,8.37742504409,19.3548387097
239,8.37742504409,19.3548387097
240,8.37742504409,19.3548387097
241,8.37742504409,19.3548387097
242,8.28924162257,19.3548387097
243,8.37742504409,19.1532258065
244,8.37742504409,19.1532258065
245,8.37742504409,19.1532258065
246,8.37742504409,19.1532258065
247,8.28924162257,19.1532258065
248,8.37742504409,19.1532258065
249,8.37742504409,19.1532258065
250,8.28924162257,19.1532258065
251,8.37742504409,19.1532258065
252,8.28924162257,19.1532258065
253,8.37742504409,19.1532258065
254,8.28924162257,19.1532258065
255,8.28924162257,19.1532258065
256,8.37742504409,19.1532258065
257,8.37742504409,19.1532258065
258,8.37742504409,18.9516129032
259,8.28924162257,18.9516129032
260,8.37742504409,18.9516129032
261,8.28924162257,19.1532258065
262,8.37742504409,19.1532258065
263,8.28924162257,19.1532258065
264,8.37742504409,19.1532258065
265,8.37742504409,19.1532258065
266,8.46560846561,19.1532258065
267,8.46560846561,19.1532258065
268,8.37742504409,19.1532258065
269,8.46560846561,19.1532258065
270,8.46560846561,19.1532258065
271,8.46560846561,19.1532258065
272,8.37742504409,19.1532258065
273,8.37742504409,19.1532258065
274,8.55379188713,19.1532258065
275,8.55379188713,19.1532258065
276,8.55379188713,19.1532258065
