Iteration,Training Error,Validation Error
1,89.6825396825,89.314516129
2,86.4197530864,88.9112903226
3,83.4215167549,86.8951612903
4,78.835978836,85.2822580645
5,74.6031746032,83.8709677419
6,69.3121693122,81.0483870968
7,65.7848324515,78.2258064516
8,63.0511463845,76.2096774194
9,59.6119929453,72.7822580645
10,56.5255731922,70.7661290323
11,53.8800705467,68.3467741935
12,51.4991181658,64.7177419355
13,48.2363315697,61.0887096774
14,44.708994709,57.6612903226
15,41.7107583774,55.8467741935
16,39.1534391534,52.4193548387
17,35.3615520282,50.0
18,33.1569664903,49.1935483871
19,31.0405643739,46.5725806452
20,28.2186948854,43.5483870968
21,26.8077601411,42.3387096774
22,25.2204585538,40.9274193548
23,23.3686067019,38.9112903226
24,21.0758377425,37.9032258065
25,18.8712522046,36.6935483871
26,16.8430335097,35.2822580645
27,15.4320987654,33.4677419355
28,14.0211640212,32.2580645161
29,12.962962963,31.8548387097
30,11.9929453263,31.0483870968
31,11.4638447972,30.0403225806
32,10.758377425,29.6370967742
33,10.1410934744,29.2338709677
34,9.43562610229,29.2338709677
35,9.34744268078,28.6290322581
36,9.17107583774,28.6290322581
37,8.90652557319,28.2258064516
38,8.64197530864,28.0241935484
39,8.55379188713,28.2258064516
40,7.93650793651,27.8225806452
41,7.49559082892,27.6209677419
42,7.31922398589,27.6209677419
43,6.70194003527,27.4193548387
44,6.52557319224,27.4193548387
45,6.43738977072,26.6129032258
46,6.26102292769,26.4112903226
47,6.26102292769,26.2096774194
48,6.08465608466,26.2096774194
49,5.64373897707,26.2096774194
50,5.55555555556,27.0161290323
51,5.55555555556,27.2177419355
52,5.37918871252,26.4112903226
53,5.20282186949,26.6129032258
54,4.93827160494,26.4112903226
55,4.93827160494,26.2096774194
56,4.7619047619,26.2096774194
57,4.49735449735,26.0080645161
58,4.49735449735,25.8064516129
59,4.32098765432,25.8064516129
60,4.32098765432,26.2096774194
61,4.40917107584,26.0080645161
62,4.32098765432,26.6129032258
63,4.32098765432,26.6129032258
64,4.32098765432,26.6129032258
65,4.2328042328,26.814516129
66,4.2328042328,26.814516129
67,4.32098765432,26.6129032258
68,4.2328042328,26.6129032258
69,4.2328042328,26.6129032258
70,4.2328042328,26.6129032258
71,4.14462081129,26.6129032258
72,4.14462081129,27.0161290323
73,4.14462081129,27.0161290323
74,4.14462081129,27.0161290323
75,4.2328042328,27.2177419355
76,4.2328042328,27.0161290323
77,4.32098765432,27.2177419355
78,4.32098765432,27.2177419355
79,4.32098765432,26.814516129
80,4.2328042328,26.814516129
81,4.2328042328,26.814516129
82,4.32098765432,27.0161290323
83,4.2328042328,27.0161290323
84,4.2328042328,26.814516129
