Sorbonam,Frequency
সে,46
এই,24
কী,19
তারা,17
কোন,17
যে,16
তাদের,16
তা,8
কিছু,8
তো,7
সব,6
কে,6
তুমি,5
কেউ,5
এর,5
আমি,5
আমাদের,4
যা,3
কি,3
আমরা,3
একে,2
এ,2
সকল,1
যারা,1
যত,1
পর,1
তোমারই,1
তোমাকে,1
তোমরা,1
তারাই,1
তাদেরকে,1
ও,1
ঐ,1
আমাকে,1
আপনার,1
অন্য,1
স্বয়ং,0
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যিনি,0
যাহারা,0
যাহা,0
যারাই ,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজে,0
নিজ,0
তোরা,0
তোর,0
তোমারি,0
তোমাদের,0
তোমাদিগকে ,0
তোমাদিগকে,0
তোমা,0
তোদের,0
তোকে,0
তুই,0
তিনি,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তাবৎ,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওরা,0
ওদের,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
এরা,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনি,0
আপনারা,0
আপনাদের,0
আপনা,0
অপর,0
