Sorbonam,Frequency
আমি,44
কোন,17
এই,14
কী,13
কিছু,12
তারা,9
কি,9
তাদের,8
যে,7
পর,7
তো,7
তুমি,7
আমাকে,7
কেউ,6
যা,5
তোমাদের,5
তোমরা,5
তা,5
আমরা,5
আপনারা,5
সে,4
তোমাকে,4
কে,4
তিনি,3
ঐ,3
এর,3
সব,2
যারা,2
ওরা,2
ওদের,2
এ,2
অন্য,2
পরস্পর,1
নিজে,1
তারাই,1
তাদেরকে,1
কার,1
ও,1
একে,1
আমাদের,1
আপনাদের,1
স্বয়ং,0
সমুদয়,0
সকল,0
যেমন তেমন,0
যেই সেই,0
যিনি,0
যাহারা,0
যাহা,0
যারাই,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
নিজেনিজে,0
নিজ,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদিগকে,0
তোমা,0
তোদের,0
তোকে,0
তুই,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তাবৎ,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কা,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
এরা,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনি,0
আপনার,0
আপনা,0
অপর,0
