Sorbonam,Frequency
আমি,31
আমাকে,16
তিনি,14
কী,11
তো,10
যে,9
তুমি,9
কোন,8
আপনি,8
সে,6
কিছু,6
যা,5
তা,5
এই,5
আপনার,5
কি,4
এ,4
সব,3
পর,3
তাদের,3
তোমরা,2
এর,2
যিনি,1
যারা,1
নিজে,1
তোমাদের,1
তুই,1
তারাই,1
তারা,1
কেউ,1
কে,1
কার,1
ওরা,1
ওদের,1
ও,1
একে,1
আমাদের,1
আমরা,1
অন্য,1
স্বয়ং,0
সমুদয়,0
সকল,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যাহা,0
যারাই ,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজ,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদিগকে ,0
তোমাদিগকে,0
তোমাকে,0
তোমা,0
তোদের,0
তোকে,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তাবৎ,0
তাদেরকে,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কা,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
ঐ,0
এরা,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনারা,0
আপনাদের,0
আপনা,0
অপর,0
