Sorbonam,Frequency
আমি,23
সে,21
এই,21
যে,15
কেউ,15
কি,15
তিনি,12
কী,12
এ,12
এর,11
তা,9
কোন,9
সব,8
কিছু,8
আমাদের,8
তারা,7
আমাকে,7
পর,6
তো,6
তাদের,6
ও,4
একে,4
আমরা,4
আপনি,4
যারা,3
যা,3
কে,3
যত,2
তোমরা,2
তুমি,2
অন্য,2
যিনি,1
নিজ,1
ঐ,1
ইহা,1
আপনারা,1
আপনার,1
আপনাদের,1
স্বয়ং,0
সমুদয়,0
সকল,0
যেমন তেমন,0
যেই সেই,0
যাহারা,0
যাহা,0
যারাই,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজে,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদের,0
তোমাদিগকে,0
তোমাকে,0
তোমা,0
তোদের,0
তোকে,0
তুই,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাদেরকে,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওরা,0
ওদের,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
এরা,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনা,0
অপর,0
