Sorbonam,Frequency
এই,40
আমি,25
সে,20
কিছু,20
এর,19
যে,18
এ,18
কোন,17
তিনি,16
কী,16
তাদের,15
আমরা,15
কেউ,12
তো,11
পর,10
আমাকে,10
তা,9
আমাদের,9
তারা,6
কে,6
কি,6
সব,5
একে,5
অন্য,5
সকল,3
কার,3
যা,2
তুই,2
তাদেরকে,2
ঐ,2
এরা,2
আপনি,2
যারা,1
মোরা,1
নিজ,1
ওরা,1
আপনারা,1
আপনার,1
আপনাদের,1
স্বয়ং,0
সমুদয়,0
যেমন তেমন,0
যেই সেই,0
যিনি,0
যাহারা,0
যাহা,0
যারাই,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজে,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদের,0
তোমাদিগকে,0
তোমাকে,0
তোমা,0
তোমরা,0
তোদের,0
তোকে,0
তুমি,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কা,0
ওদের,0
ওকে,0
ওঁদের,0
ওঁকে,0
ও,0
ঐসব,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনা,0
অপর,0
