Iteration,Training Error,Validation Error
1,73.8095238095,73.9919354839
2,67.4603174603,66.1290322581
3,61.7283950617,61.6935483871
4,57.4955908289,57.0564516129
5,41.7107583774,41.5322580645
6,34.5679012346,39.9193548387
7,29.4532627866,35.4838709677
8,25.5731922399,37.0967741935
9,23.3686067019,34.4758064516
10,20.3703703704,31.25
11,17.1957671958,24.5967741935
12,14.8148148148,23.7903225806
13,13.315696649,21.9758064516
14,12.2574955908,20.9677419355
15,12.0811287478,20.9677419355
16,11.3756613757,22.1774193548
17,10.0529100529,23.3870967742
18,8.73015873016,23.185483871
19,8.11287477954,21.1693548387
20,7.84832451499,21.5725806452
21,7.84832451499,21.5725806452
22,7.84832451499,20.7661290323
23,7.58377425044,20.1612903226
24,7.31922398589,19.9596774194
25,7.31922398589,19.5564516129
26,7.40740740741,19.1532258065
27,7.23104056437,20.1612903226
28,6.61375661376,20.3629032258
29,6.34920634921,19.9596774194
30,5.90828924162,19.1532258065
31,6.08465608466,16.935483871
32,5.99647266314,17.5403225806
33,5.82010582011,17.5403225806
34,5.99647266314,17.1370967742
35,5.64373897707,16.7338709677
36,5.37918871252,16.935483871
37,5.11463844797,16.935483871
38,5.29100529101,16.7338709677
39,4.93827160494,17.1370967742
40,4.67372134039,16.1290322581
41,4.67372134039,15.5241935484
42,4.49735449735,15.5241935484
43,4.49735449735,15.7258064516
44,4.40917107584,14.314516129
45,4.14462081129,14.5161290323
46,3.79188712522,14.9193548387
47,3.79188712522,15.1209677419
48,3.52733686067,15.7258064516
49,3.61552028219,15.5241935484
50,3.61552028219,15.5241935484
51,3.79188712522,16.3306451613
52,3.79188712522,16.3306451613
53,3.26278659612,17.7419354839
54,2.82186948854,17.1370967742
55,2.82186948854,17.1370967742
56,2.99823633157,17.3387096774
57,2.73368606702,17.9435483871
58,2.82186948854,18.5483870968
59,2.99823633157,18.75
60,2.82186948854,18.1451612903
61,2.82186948854,17.9435483871
62,2.82186948854,17.7419354839
63,2.73368606702,18.3467741935
64,2.99823633157,18.3467741935
65,2.91005291005,18.3467741935
66,2.6455026455,17.5403225806
67,2.29276895944,18.5483870968
68,2.55731922399,18.1451612903
69,2.55731922399,18.1451612903
70,2.55731922399,18.1451612903
71,2.46913580247,17.9435483871
72,2.38095238095,18.3467741935
73,2.20458553792,17.7419354839
74,2.20458553792,18.1451612903
75,1.94003527337,17.9435483871
76,1.94003527337,17.7419354839
77,2.02821869489,17.5403225806
78,2.38095238095,16.935483871
79,2.29276895944,16.5322580645
80,2.46913580247,16.5322580645
81,2.46913580247,16.5322580645
82,2.55731922399,16.7338709677
83,2.38095238095,17.1370967742
84,2.20458553792,16.7338709677
85,2.1164021164,17.1370967742
86,2.20458553792,17.1370967742
87,2.20458553792,17.1370967742
88,2.1164021164,16.7338709677
89,2.02821869489,16.3306451613
90,2.02821869489,16.3306451613
91,2.02821869489,16.5322580645
92,1.76366843034,16.7338709677
93,1.76366843034,16.7338709677
94,1.94003527337,16.7338709677
95,2.02821869489,16.5322580645
96,2.1164021164,16.5322580645
97,1.94003527337,16.935483871
98,2.02821869489,17.1370967742
99,1.94003527337,16.7338709677
100,1.85185185185,16.7338709677
101,1.76366843034,17.3387096774
102,1.76366843034,17.7419354839
103,1.76366843034,17.9435483871
104,1.76366843034,18.3467741935
105,1.67548500882,18.75
106,1.85185185185,19.1532258065
107,1.85185185185,18.75
108,1.76366843034,18.5483870968
109,1.5873015873,18.3467741935
110,1.5873015873,18.5483870968
111,1.49911816578,18.3467741935
112,1.49911816578,18.3467741935
113,1.49911816578,18.3467741935
114,1.32275132275,18.3467741935
115,1.32275132275,18.5483870968
116,1.32275132275,18.5483870968
117,1.32275132275,18.75
118,1.32275132275,18.5483870968
119,1.32275132275,18.5483870968
120,1.32275132275,18.9516129032
121,1.41093474427,19.3548387097
122,1.41093474427,19.1532258065
123,1.41093474427,18.75
124,1.32275132275,18.5483870968
125,1.32275132275,18.3467741935
126,1.32275132275,18.5483870968
127,1.32275132275,18.5483870968
128,1.32275132275,18.3467741935
129,1.32275132275,18.1451612903
130,1.23456790123,17.7419354839
131,1.32275132275,17.5403225806
132,1.32275132275,17.5403225806
133,1.32275132275,17.3387096774
134,1.32275132275,17.3387096774
135,1.32275132275,17.5403225806
136,1.32275132275,17.3387096774
137,1.32275132275,17.3387096774
138,1.23456790123,17.3387096774
139,1.32275132275,17.1370967742
140,1.32275132275,17.1370967742
141,1.32275132275,16.935483871
142,1.32275132275,17.9435483871
143,1.32275132275,17.9435483871
144,1.23456790123,18.1451612903
145,1.23456790123,18.3467741935
146,1.32275132275,18.1451612903
147,1.32275132275,17.7419354839
148,1.32275132275,17.7419354839
149,1.23456790123,17.7419354839
150,1.23456790123,17.9435483871
151,1.32275132275,17.5403225806
152,1.23456790123,17.7419354839
153,1.23456790123,17.7419354839
154,1.23456790123,17.9435483871
155,1.23456790123,18.1451612903
156,1.23456790123,18.5483870968
157,1.23456790123,17.9435483871
158,1.23456790123,18.5483870968
159,1.14638447972,18.3467741935
160,1.14638447972,18.1451612903
161,1.14638447972,18.1451612903
162,1.23456790123,18.1451612903
163,1.23456790123,18.3467741935
164,1.23456790123,18.3467741935
165,1.23456790123,18.3467741935
166,1.23456790123,18.5483870968
167,1.14638447972,18.5483870968
168,1.0582010582,18.75
169,1.0582010582,18.5483870968
170,1.0582010582,18.9516129032
171,1.0582010582,18.9516129032
172,1.0582010582,18.75
173,1.0582010582,18.5483870968
174,1.0582010582,18.3467741935
175,1.0582010582,18.3467741935
176,1.0582010582,18.3467741935
177,0.970017636684,18.5483870968
178,1.0582010582,18.75
179,1.0582010582,18.5483870968
180,1.0582010582,18.75
181,1.0582010582,18.75
182,1.0582010582,19.1532258065
183,1.0582010582,19.1532258065
184,1.0582010582,19.1532258065
185,1.0582010582,19.5564516129
186,1.0582010582,19.1532258065
187,1.0582010582,19.5564516129
188,1.0582010582,19.5564516129
189,1.0582010582,19.7580645161
190,0.970017636684,19.7580645161
191,0.970017636684,19.7580645161
192,0.881834215168,19.3548387097
193,0.793650793651,19.5564516129
194,0.881834215168,19.7580645161
195,0.793650793651,19.5564516129
196,0.793650793651,19.9596774194
197,0.881834215168,19.9596774194
198,0.881834215168,19.9596774194
199,0.881834215168,20.1612903226
