Sorbonam,Frequency
এই,24
তুই,12
ও,11
যা,9
কে,9
আমাদের,9
তো,8
কী,8
ওরা,8
সব,6
যে,6
কি,6
সে,5
এ,5
আমরা,5
তোর,4
কিছু,3
ওদের,3
এর,3
তোমরা,2
আমি,2
যাঁরা,1
তোরা,1
তোমাদের,1
তোকে,1
তারা,1
তা,1
কেউ,1
ওকে,1
আমাকে,1
স্বয়ং,0
সমুদয়,0
সকল,0
যেমন তেমন,0
যেই সেই,0
যিনি,0
যাহারা,0
যাহা,0
যারাই,0
যারা,0
যাঁহা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
পর,0
নিজেনিজে,0
নিজে,0
নিজ,0
তোমারি,0
তোমারই,0
তোমাদিগকে,0
তোমাকে,0
তোমা,0
তোদের,0
তুমি,0
তিনি,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তারাই,0
তাবৎ,0
তাদেরকে,0
তাদের,0
তাঁরা,0
তাঁর,0
তাঁদেরকে,0
তাঁদের,0
তাঁকে,0
তদীয়,0
তদিও,0
খোদ,0
কোন,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসের,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওঁদের,0
ওঁকে,0
ঐসব,0
ঐ,0
এরা,0
একে,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনি,0
আপনারা,0
আপনার,0
আপনাদের,0
আপনা,0
অপর,0
অন্য,0
