Sorbonam,Frequency
এই,21
কী,16
ও,16
ওরা,15
ওদের,10
এর,10
কি,8
তো,7
যে,6
পর,6
আমি,6
তোমাদের,5
কে,5
একে,4
এ,4
সব,3
তোমরা,3
তিনি,3
আমরা,3
সে,2
যা,2
তারা,2
তাঁর,2
তা,2
কেউ,2
আমাদের,2
আমাকে,2
আপনি,2
আপনারা,2
তারাই,1
তাঁকে,1
কিসের,1
কিছু,1
এরা,1
আপনাদের,1
স্বয়ং,0
সমুদয়,0
সকল,0
যেমন তেমন,0
যেই সেই,0
যিনি,0
যাহারা,0
যাহা,0
যারাই ,0
যারা,0
যাঁহা,0
যাঁরা,0
যত ততই,0
যত তত,0
যত,0
মোরা,0
মোর,0
মোদের,0
মদীয়,0
ভবদীয়,0
পরস্পর,0
নিজেনিজে,0
নিজে,0
নিজ,0
তোরা,0
তোর,0
তোমারি,0
তোমারই,0
তোমাদিগকে ,0
তোমাদিগকে,0
তোমাকে,0
তোমা,0
তোদের,0
তোকে,0
তুমি,0
তুই,0
তাহারা,0
তাহাদের,0
তাহাদিগদের,0
তাহাকে,0
তাহাঁদের,0
তাবৎ,0
তাদেরকে,0
তাদের,0
তাঁরা,0
তাঁদেরকে,0
তাঁদের,0
তদীয়,0
তদিও,0
খোদ,0
কোন,0
কেহ,0
কীসেরদ্বারা,0
কীসেরথেকে,0
কীসে থেকে,0
কিসে,0
কাহার,0
কাহা,0
কার,0
কা,0
ওকে,0
ওঁদের,0
ওঁকে,0
ঐসব,0
ঐ,0
এঁর,0
ইহারা,0
ইহাদের,0
ইহাকে,0
ইহা,0
ইনি,0
আমাদিগকে,0
আপসে,0
আপনার,0
আপনা,0
অপর,0
অন্য,0
