Iteration,Training Error,Validation Error
1,46.9995199232,49.6018202503
2,17.3787806049,22.7531285552
3,7.08113298128,12.0591581342
4,3.16850696111,7.50853242321
5,1.80028804609,5.23321956769
6,1.1521843495,4.43686006826
7,0.648103696591,4.09556313993
8,0.408065290446,3.41296928328
9,0.288046087374,3.18543799772
10,0.240038406145,3.2992036405
11,0.144023043687,3.18543799772
12,0.144023043687,3.41296928328
13,0.120019203073,3.2992036405
14,0.096015362458,3.52673492605
15,0.0720115218435,3.64050056883
16,0.0720115218435,3.64050056883
17,0.0720115218435,3.52673492605
18,0.0720115218435,3.64050056883
19,0.0720115218435,3.64050056883
20,0.096015362458,3.7542662116
21,0.120019203073,3.7542662116
22,0.120019203073,3.64050056883
23,0.120019203073,3.64050056883
24,0.120019203073,3.7542662116
25,0.120019203073,3.7542662116
26,0.120019203073,3.7542662116
27,0.120019203073,3.86803185438
28,0.120019203073,3.86803185438
29,0.120019203073,3.86803185438
30,0.120019203073,3.86803185438
31,0.120019203073,3.86803185438
32,0.096015362458,3.86803185438
33,0.0720115218435,3.86803185438
34,0.0720115218435,3.86803185438
35,0.0720115218435,3.98179749716
36,0.0720115218435,3.98179749716
37,0.0720115218435,3.86803185438
38,0.0720115218435,3.86803185438
39,0.0720115218435,3.86803185438
40,0.0720115218435,3.86803185438
41,0.0720115218435,3.98179749716
42,0.0720115218435,3.98179749716
43,0.0720115218435,3.98179749716
44,0.0720115218435,4.09556313993
45,0.0720115218435,4.09556313993
46,0.0720115218435,4.09556313993
47,0.0720115218435,4.09556313993
48,0.0720115218435,4.09556313993
49,0.0720115218435,4.09556313993
50,0.0720115218435,4.09556313993
51,0.0720115218435,4.09556313993
52,0.0720115218435,4.09556313993
53,0.0720115218435,4.09556313993
54,0.0720115218435,4.09556313993
55,0.0720115218435,4.09556313993
56,0.0720115218435,4.20932878271
57,0.0720115218435,3.86803185438
58,0.0720115218435,4.20932878271
59,0.0720115218435,3.86803185438
60,0.0720115218435,4.20932878271
61,0.0720115218435,3.86803185438
62,0.0720115218435,4.20932878271
63,0.0720115218435,3.86803185438
64,0.0720115218435,4.09556313993
65,0.0720115218435,3.98179749716
66,0.0720115218435,4.09556313993
67,0.0720115218435,4.09556313993
68,0.0720115218435,4.09556313993
69,0.0720115218435,4.09556313993
70,0.0720115218435,4.09556313993
71,0.0720115218435,4.09556313993
72,0.0720115218435,4.20932878271
73,0.0720115218435,4.09556313993
74,0.0720115218435,4.20932878271
75,0.0720115218435,4.09556313993
76,0.0720115218435,4.20932878271
77,0.0720115218435,4.09556313993
78,0.0720115218435,4.20932878271
79,0.0720115218435,4.09556313993
80,0.048007681229,4.09556313993
81,0.048007681229,4.09556313993
82,0.048007681229,4.09556313993
83,0.048007681229,4.09556313993
84,0.048007681229,4.09556313993
85,0.048007681229,4.09556313993
86,0.048007681229,4.09556313993
87,0.048007681229,4.09556313993
88,0.048007681229,4.09556313993
89,0.048007681229,4.09556313993
90,0.048007681229,4.09556313993
91,0.048007681229,4.09556313993
92,0.048007681229,4.09556313993
93,0.048007681229,4.09556313993
94,0.048007681229,4.20932878271
95,0.048007681229,4.09556313993
96,0.048007681229,4.20932878271
97,0.048007681229,4.20932878271
98,0.048007681229,4.20932878271
99,0.048007681229,4.20932878271
100,0.048007681229,4.20932878271
101,0.048007681229,4.20932878271
102,0.048007681229,4.20932878271
103,0.048007681229,4.20932878271
104,0.048007681229,4.32309442548
105,0.048007681229,4.20932878271
106,0.048007681229,4.32309442548
107,0.048007681229,4.20932878271
108,0.048007681229,4.32309442548
109,0.048007681229,4.20932878271
110,0.048007681229,4.32309442548
111,0.048007681229,4.32309442548
112,0.048007681229,4.20932878271
113,0.048007681229,4.20932878271
114,0.048007681229,4.20932878271
115,0.048007681229,4.32309442548
116,0.048007681229,4.20932878271
117,0.048007681229,4.43686006826
118,0.048007681229,4.32309442548
119,0.048007681229,4.32309442548
120,0.048007681229,4.32309442548
121,0.048007681229,4.32309442548
122,0.048007681229,4.43686006826
123,0.048007681229,4.43686006826
124,0.048007681229,4.43686006826
125,0.048007681229,4.32309442548
126,0.048007681229,4.43686006826
127,0.048007681229,4.43686006826
128,0.048007681229,4.55062571104
129,0.048007681229,4.55062571104
130,0.048007681229,4.43686006826
131,0.048007681229,4.55062571104
132,0.048007681229,4.43686006826
133,0.048007681229,4.55062571104
134,0.048007681229,4.32309442548
135,0.048007681229,4.55062571104
136,0.048007681229,4.32309442548
137,0.048007681229,4.55062571104
138,0.048007681229,4.32309442548
139,0.048007681229,4.55062571104
140,0.048007681229,4.43686006826
141,0.048007681229,4.55062571104
142,0.048007681229,4.43686006826
143,0.048007681229,4.55062571104
144,0.048007681229,4.43686006826
145,0.048007681229,4.55062571104
146,0.048007681229,4.43686006826
147,0.048007681229,4.55062571104
148,0.048007681229,4.55062571104
149,0.048007681229,4.55062571104
150,0.048007681229,4.55062571104
151,0.048007681229,4.55062571104
152,0.048007681229,4.55062571104
153,0.048007681229,4.55062571104
154,0.048007681229,4.55062571104
155,0.048007681229,4.55062571104
156,0.048007681229,4.55062571104
157,0.0720115218435,4.55062571104
158,0.0720115218435,4.55062571104
159,0.0720115218435,4.55062571104
160,0.0720115218435,4.55062571104
161,0.0720115218435,4.55062571104
162,0.0720115218435,4.55062571104
163,0.0720115218435,4.55062571104
164,0.0720115218435,4.55062571104
165,0.0720115218435,4.55062571104
166,0.0720115218435,4.55062571104
167,0.0720115218435,4.55062571104
168,0.0720115218435,4.32309442548
169,0.0720115218435,4.43686006826
170,0.0720115218435,4.32309442548
171,0.0720115218435,4.43686006826
172,0.0720115218435,4.32309442548
173,0.0720115218435,4.43686006826
174,0.0720115218435,4.32309442548
175,0.0720115218435,4.32309442548
176,0.0720115218435,4.32309442548
177,0.0720115218435,4.32309442548
178,0.0720115218435,4.32309442548
179,0.0720115218435,4.43686006826
180,0.0720115218435,4.32309442548
