Iteration,Training Error,Validation Error
1,46.9035045607,49.6018202503
2,17.3307729237,22.7531285552
3,7.05712914066,12.0591581342
4,3.12049927988,7.50853242321
5,1.75228036486,5.23321956769
6,1.1521843495,4.43686006826
7,0.648103696591,4.09556313993
8,0.408065290446,3.41296928328
9,0.288046087374,3.18543799772
10,0.240038406145,3.2992036405
11,0.144023043687,3.2992036405
12,0.144023043687,3.2992036405
13,0.144023043687,3.18543799772
14,0.120019203073,3.2992036405
15,0.096015362458,3.52673492605
16,0.0720115218435,3.52673492605
17,0.0720115218435,3.52673492605
18,0.0720115218435,3.64050056883
19,0.0720115218435,3.64050056883
20,0.048007681229,3.64050056883
21,0.048007681229,3.64050056883
22,0.048007681229,3.7542662116
23,0.048007681229,3.7542662116
24,0.048007681229,3.64050056883
25,0.0720115218435,3.64050056883
26,0.0720115218435,3.64050056883
27,0.0720115218435,3.52673492605
28,0.0720115218435,3.52673492605
29,0.0720115218435,3.64050056883
30,0.0720115218435,3.64050056883
31,0.0720115218435,3.7542662116
32,0.0720115218435,3.7542662116
33,0.0720115218435,3.86803185438
34,0.0720115218435,3.86803185438
35,0.0720115218435,3.86803185438
36,0.0720115218435,3.86803185438
37,0.0720115218435,3.86803185438
38,0.0720115218435,3.86803185438
39,0.0720115218435,3.86803185438
40,0.048007681229,3.86803185438
41,0.048007681229,3.86803185438
42,0.048007681229,3.86803185438
43,0.048007681229,3.86803185438
44,0.048007681229,3.86803185438
45,0.048007681229,3.86803185438
46,0.048007681229,4.09556313993
47,0.048007681229,4.09556313993
48,0.048007681229,4.09556313993
49,0.048007681229,3.98179749716
50,0.048007681229,3.98179749716
51,0.0720115218435,3.98179749716
52,0.048007681229,3.98179749716
53,0.048007681229,3.98179749716
54,0.048007681229,3.98179749716
55,0.048007681229,3.98179749716
56,0.048007681229,3.98179749716
57,0.048007681229,3.98179749716
58,0.048007681229,3.98179749716
59,0.048007681229,3.98179749716
60,0.048007681229,3.98179749716
61,0.048007681229,3.98179749716
62,0.048007681229,3.98179749716
63,0.0720115218435,3.98179749716
64,0.048007681229,3.98179749716
65,0.0720115218435,3.98179749716
66,0.048007681229,3.98179749716
67,0.0720115218435,3.98179749716
68,0.048007681229,3.98179749716
69,0.0720115218435,3.98179749716
70,0.048007681229,3.98179749716
71,0.0720115218435,3.98179749716
72,0.048007681229,3.98179749716
73,0.0720115218435,3.98179749716
74,0.048007681229,3.98179749716
75,0.0720115218435,3.98179749716
76,0.048007681229,3.98179749716
77,0.048007681229,3.98179749716
78,0.0240038406145,3.98179749716
79,0.048007681229,3.98179749716
80,0.0240038406145,3.98179749716
81,0.048007681229,3.98179749716
82,0.048007681229,3.98179749716
83,0.048007681229,3.98179749716
84,0.048007681229,3.98179749716
85,0.048007681229,3.98179749716
86,0.048007681229,3.98179749716
87,0.048007681229,3.98179749716
88,0.048007681229,3.98179749716
89,0.048007681229,3.98179749716
90,0.048007681229,3.98179749716
91,0.048007681229,3.98179749716
92,0.048007681229,3.98179749716
93,0.048007681229,4.09556313993
94,0.048007681229,3.98179749716
95,0.048007681229,4.09556313993
96,0.048007681229,3.98179749716
97,0.048007681229,4.09556313993
98,0.048007681229,3.98179749716
99,0.048007681229,4.09556313993
100,0.048007681229,3.98179749716
101,0.048007681229,4.09556313993
102,0.048007681229,4.09556313993
103,0.048007681229,4.09556313993
104,0.048007681229,4.09556313993
105,0.048007681229,4.09556313993
106,0.048007681229,4.09556313993
107,0.048007681229,4.09556313993
108,0.048007681229,4.09556313993
109,0.048007681229,4.09556313993
110,0.048007681229,4.20932878271
111,0.048007681229,4.09556313993
112,0.048007681229,4.09556313993
113,0.048007681229,3.98179749716
114,0.048007681229,4.09556313993
115,0.0240038406145,4.09556313993
116,0.048007681229,4.09556313993
117,0.0240038406145,3.98179749716
118,0.0240038406145,3.98179749716
119,0.0240038406145,3.98179749716
120,0.0240038406145,3.98179749716
121,0.0240038406145,3.98179749716
122,0.0240038406145,3.98179749716
123,0.0240038406145,3.98179749716
124,0.0240038406145,3.98179749716
125,0.0240038406145,3.98179749716
126,0.0240038406145,4.09556313993
127,0.0,3.98179749716
128,0.0,4.09556313993
129,0.0,3.98179749716
130,0.0,4.09556313993
131,0.0,3.98179749716
132,0.0,4.09556313993
133,0.0,4.09556313993
134,0.0,4.09556313993
135,0.0,4.09556313993
136,0.0,4.09556313993
137,0.0,4.09556313993
138,0.0,4.09556313993
139,0.0,4.09556313993
140,0.0,4.09556313993
141,0.0,4.09556313993
142,0.0,4.09556313993
143,0.0,4.09556313993
144,0.0,4.09556313993
145,0.0,4.09556313993
146,0.0,4.09556313993
147,0.0,4.09556313993
148,0.0,4.09556313993
149,0.0,4.09556313993
150,0.0,4.09556313993
151,0.0,4.09556313993
152,0.0,4.09556313993
153,0.0,4.09556313993
154,0.0,4.09556313993
155,0.0,4.09556313993
156,0.0,4.09556313993
157,0.0,4.09556313993
158,0.0,4.09556313993
159,0.0,4.09556313993
160,0.0,4.09556313993
161,0.0,4.09556313993
162,0.0,4.09556313993
163,0.0240038406145,4.09556313993
164,0.0240038406145,4.09556313993
165,0.0240038406145,4.09556313993
166,0.0240038406145,4.09556313993
167,0.0240038406145,4.09556313993
